ICAO Code,IATA Code,Airport Name,City/Town,Country
VAKJ,HJR,Khajuraho,Khajuraho,India
VAKP,KLH,Kolhapur,Kolhapur,India
VAKS,IXK,Keshod,Keshod,India
VANP,NAG,Nagpur,Nagpur,India
VANR,ISK,Nasik Road,Nasik Road,India
VAPO,PNQ,Pune,Pune,India
VAPR,PBD,Porbandar,Porbandar,India
VARK,RAJ,Rajkot,Rajkot,India
VARP,RPR,Raipur,Raipur,India
VASL,SSE,Sholapur,Sholapur,India
VASU,STV,Surat,Surat,India
VAUD,UDR,Udaipur,Udaipur,India
VCBI,CMB,Bandaranaike International,Colombo,Sri Lanka
VCCC,RML,Colombo Ratmalana,Colombo,Sri Lanka
VCCG,GOY,Amparai,Galoya,Sri Lanka
VCCJ,JAF,Kankesanturai,Jaffna,Sri Lanka
VCCT,TRR,China Bay,Trinciomalee,Sri Lanka
VDPP,PNH,Pochentong International,Phnom-Penh,Cambodia
VDSR,REP,Siem Reap,Siem-Reap,Cambodia
VEAT,IXA,Agartala,Agartala,India
VEAZ,AJL,Aizawl,Aizwal,India
VEBD,IXB,Bagdogra,Baghdogra,India
VEBG,RGH,Balurghat,Balurghat,India
VEBS,BBI,Bhubaneshwar,Bhubaneswar,India
VECC,CCU,Netaji Subhash Chandra Bose International,Calcutta,India
VECO,COH,Cooch Behar,Cooch-Behar,India
VEDB,DBO,Dhanbad,Dhanbad,India
VEGK,YOP,Gorakhpur,Gorakhpur,India
VEGY,GAY,Gaya,Gaya,India
VEIM,IMF,Imphal,Imphal,India
VEJS,IXW,Jamshedpur,Jamshedpur,India
VEJT,JRH,Jorhat,Jorhat,India
VEKR,IXH,Kailashahar,Kailashahar,India
VEKU,IXS,Silchar,Silchar,India
VELR,IXI,Lilabari,Lilabari,India
VEMN,MOH,Dibrugarh,Mohanbari,India
VEPG,IXT,Pasighat,Pasighat,India
VEPT,PAT,Patna,Patina,India
VERC,IXR,Birsa Munda,Ranchi,India
VERK,RRK,Rourkela,Rourkela,India
VEVZ,VTZ,Vishakhapatnam,Vishakhapatnam,India
VGCB,CXB,Coxs Bazar,Cox'S Bazar,Bangladesh
VGEG,CGP,Shah Amanat International,Chittagong,Bangladesh
VGIS,IRD,Ishurdi,Ishurdi,Bangladesh
VGJR,JSR,Jessore,Jessore,Bangladesh
VGRJ,RJH,Rajshahi,Rajshahi,Bangladesh
VGSD,SPD,Saidpur,Saidpur,Bangladesh
VGSY,ZYL,Osmany International,Sylhet Osmani,Bangladesh
VGZR,DAC,Zia International,Dhaka,Bangladesh
VHHH,HKG,Hong Kong International,Hong Kong,Hong Kong
VIAG,AGR,Agra,Agra,India
VIAL,IXD,Allahabad,Allahabad,India
VIAR,ATQ,Amritsar,Amritsar,India
VIBN,VNS,Varanasi,Varanasi,India
VIBR,KUU,Kullu Manali,Kulu,India
VICG,IXC,Chandigarh,Chandigarh,India
VIDN,DED,Dehradun,Dehra Dun,India
VIDP,DEL,Indira Gandhi International,Delhi,India
VIGR,GWL,Gwalior,Gwalior,India
VIJO,JOH,Jodhpur,Jodhpur,India
VIJP,JAI,Jaipur,Jaipur,India
VIJR,JSA,Jaisalmer,Jaisalmer,India
VIJU,IXJ,Jammu,Jammu,India
VIKA,KNU,Kanpur,Kanpur,India
VIKO,KTU,Kota,Kota,India
VILD,LUH,Ludhiana,Ludhiaha,India
VILH,IXL,Leh,Leh,India
VILK,LKO,Lucknow,Lucknow,India
VIPK,IXP,Pathankot,Pathankot,India
VIPT,PGH,Pantnagar,Nainital,India
VISR,SXR,Srinagar,Srinagar,India
VLLB,LPQ,Luang Prabang,Luang Prabang,Laos
VLPS,PKZ,Pakse,Pakse,Laos
VLSK,ZVK,Savannakhet,Savannakhet,Laos
VLVT,VTE,Wattay International,Vientiane,Laos
VMMC,MFM,Macau International,Macau,Macau
VNBW,BWA,Bhairahawa,Bhairawa,Nepal
VNKT,KTM,Tribhuvan International,Kathmandu,Nepal
VNPK,PKR,Pokhara,Pokhara,Nepal
VNSI,SIF,Simara,Simara,Nepal
VNVT,BIR,Biratnagar,Biratnagar,Nepal
VOAT,AGX,Agatti,Agatti Island,India
VOBG,BLR,Bangalore,Bangalore,India
VOBZ,VGA,Vijayawada,Vijayawada,India
VOCB,CJB,Coimbatore,Coimbatore,India
VOCL,CCJ,Calicut,Calicut,India
VOCP,CDP,Cuddapah,Cuddapah,India
VOHY,HYD,Hyderabad,Hyderabad,India
VOMD,IXM,Madurai,Madurai,India
VOML,IXE,Mangalore,Mangalore,India
VOMM,MAA,Chennai International,Madras,India
VOPB,IXZ,Port Blair,Port Blair,India
VORY,RJA,Rajahmundry,Rajahmundry,India
VOTP,TIR,Tirupati,Tirupeti,India
VOTR,TRZ,Tiruchirappalli,Tiruchchirappalli,India
VOTV,TRV,Thiruvananthapuram International,Trivandrum,India
VQPR,PBH,Paro,Paro,Bhutan
VRMM,MLE,Male International,Male,Maldives
VTBD,BKK,Bangkok International,Bangkok,Thailand
VTBU,UTP,U Taphao International,Rayong,Thailand
VTCL,LPT,Lampang,Lampang,Thailand
VTCP,PRH,Phrae,Phrae,Thailand
VTPH,HHQ,Hua Hin,Prachuap Khiri Khan,Thailand
VTPP,PHS,Phitsanulok,Phitsanulok,Thailand
VTSC,NAW,Narathiwat,Narathiwat,Thailand
VTSK,PAN,Pattani,Pattani,Thailand
VTSN,NST,Cha Ian,Nakhon Si Thammarat,Thailand
VTSP,HKT,Phuket International,Phuket,Thailand
VTSS,HDY,Hat Yai International,Songkhla,Thailand
VTST,TST,Trang,Trang,Thailand
VTUD,UTH,Udon Thani,Udon Thani,Thailand
VTUI,SNO,Sakon Nakhon,Sakon Nakhon,Thailand
VTUL,LOE,Loei,Loei,Thailand
VTUN,NAK,Khorat,Nakhon Ratchasima,Thailand
VTUP,KOP,Nakhon Phanom,Nakhon Phanom,Thailand
VVDN,DAD,Danang International,Danang,Viet Nam
VVNB,HAN,Noibai International,Hanoi,Viet Nam
VVNT,NHA,Nha Trang Airport,Nhatrang,Viet Nam
VVTS,SGN,Tansonnhat International,Ho Chi Minh City,Viet Nam
VYHH,HEH,Heho,Heho,Myanmar
VYKG,KET,Kengtung,Kengtung,Myanmar
VYKP,KYP,Kyaukpyu,Kyaukpyu,Myanmar
VYLS,LSH,Lashio,Lashio,Myanmar
VYMD,MDL,Mandalay International,Mandalay,Myanmar
VYME,MGZ,Myeik,Myeik,Myanmar
VYMK,MYT,Myitkyina,Myitkyina,Myanmar
VYMS,MOG,Monghsat,Mong Hsat,Myanmar
VYPT,PBU,Putao,Putao,Myanmar
VYSW,AKY,Sittwe,Sittwe,Myanmar
VYTD,SNW,Thandwe,Thandwe,Myanmar
VYTL,THL,Tachilek,Tachilek,Myanmar
VYYY,RGN,Yangon International,Yangon,Myanmar
WAAA,UPG,Hasanuddin,Ujung Pandang,Indonesia
WAAU,KDI,Wolter Monginsidi,Kendari,Indonesia
WABB,BIK,Frans Kaisiepo,Biak,Indonesia
WABI,NBX,Nabire,Nabire,Indonesia
WABP,TIM,Moses Kilangin,Timika,Indonesia
WAJJ,DJJ,Sentani,Jayapura,Indonesia
WAJW,WMX,Wamena,Wamena,Indonesia
WAKK,MKQ,Mopah,Merauke,Indonesia
WAMG,GTO,Jalaluddin,Gorontalo,Indonesia
WAML,PLW,Mutiara,Palu,Indonesia
WAMM,MDC,Sam Ratulangi,Manado,Indonesia
WAMP,PSJ,Kasiguncu,Poso,Indonesia
WAMT,TTE,Babullah,Ternate,Indonesia
WAMW,LUW,Bubung,Luwuk,Indonesia
WAPP,AMQ,Pattimura,Ambon,Indonesia
WASK,KNG,Kaimana,Kaimana,Indonesia
WASR,MKW,Rendani,Manokwari,Indonesia
WASS,SOQ,Jefman,Sorong,Indonesia
WBGB,BTU,Bintulu,Bintulu,Malaysia
WBGG,KCH,Kuching International,Kuching,Malaysia
WBGM,MUR,Marudi,Marudi,Malaysia
WBGR,MYY,Miri,Miri,Malaysia
WBGS,SBW,Sibu,Sibu,Malaysia
WBKD,LDU,Lahad Datu,Lahad Datu,Malaysia
WBKK,BKI,Kota Kinabalu International,Kota Kinabalu,Malaysia
WBKL,LBU,Labuan,Labuan,Malaysia
WBKW,TWU,Tawau,Tawau,Malaysia
WBSB,BWN,Brunei International,Brunei,Brunei
WIAA,SBG,Maimun Saleh,Sabang,Indonesia
WIAS,MLG,Abdul Rachman Saleh,Malang,Indonesia
WIBB,PKU,Sultan Syarif Kasim Ii,Pekanbaru,Indonesia
WIBD,DUM,Pinang Kampai,Dumai,Indonesia
WIIB,BDO,Husein Sastranegara,Bandung,Indonesia
WIIC,CBN,Penggung,Cirebon,Indonesia
WIIH,HLP,Halim Perdanakusuma International,Jakarta,Indonesia
WIII,CGK,Soekarno Hatta International,Jakarta,Indonesia
WIIJ,JOG,Adi Sutjipto,Yogyakarta,Indonesia
WIIL,CXP,Tunggul Wulung,Cilacap,Indonesia
WIIP,PCB,Pondok Cabe,Jakarta,Indonesia
WIIS,SRG,Achmad Yani,Semarang,Indonesia
WIKB,BTH,Hang Nadim,Batam,Indonesia
WIKD,TJQ,H As Hanandjoeddin,Tanjung Pandan,Indonesia
WIKK,PGK,Depati Amir,Pangkal Pinang,Indonesia
WIKN,TNJ,Kijang,Tanjung Pinang,Indonesia
WIKS,SIQ,Dabo,Singkep,Indonesia
WIMB,GNS,Binaka,Gunung Sitoli,Indonesia
WIMG,PDG,Tabing,Padang,Indonesia
WIMM,MES,Polonia,Medan,Indonesia
WIOK,KTG,Rahadi Usman,Ketapang,Indonesia
WIOO,PNK,Supadio,Pontianak,Indonesia
WIOS,SQC,Susilo,Sintang,Indonesia
WIPA,DJB,Sultan Thaha,Jambi,Indonesia
WIPL,BKS,Padang Kemiling,Bengkulu,Indonesia
WIPP,PLM,Sultan Mahmud Badaruddin Ii,Palembang,Indonesia
WIPR,RGT,Japura,Rengat,Indonesia
WITT,BTJ,Sultan Iskandarmuda,Banda Aceh,Indonesia
WMKA,AOR,Sultan Abdul Halim,Alor Setar,Malaysia
WMKC,KBR,Sultan Ismail Petra,Kota Bahru,Malaysia
WMKD,KUA,Kuantan,Kuantan,Malaysia
WMKE,KTE,Kerteh,Kerteh,Malaysia
WMKI,IPH,Sultan Azlan Shah,Ipoh,Malaysia
WMKJ,JHB,Sultan Ismail,Johor Bahru,Malaysia
WMKK,KUL,Kuala Lumpur International,Kuala Lumpur,Malaysia
WMKL,LGK,Langkawi International,Pulau,Malaysia
WMKM,MKZ,Malacca,Malacca,Malaysia
WMKN,TGG,Sultan Mahmud,Kuala Terengganu,Malaysia
WMKP,PEN,Penang International,Penang,Malaysia
WPDL,DIL,Comoro (Komoro) Airport,Dili,East Timor
WRBB,BDJ,Syamsudin Noor,Banjarmasin,Indonesia
WRBI,PKN,Iskandar,Pangkalan Bun,Indonesia
WRBP,PKY,Tjilik Riwut,Palangkaraya,Indonesia
WRKC,MOF,Wai Oti,Maumere,Indonesia
WRKE,ENE,H Hasan Aroeboesman,Ende,Indonesia
WRKG,RTG,Satar Tacik,Ruteng,Indonesia
WRKK,KOE,El Tari,Kupang,Indonesia
WRKO,LBJ,Mutiara Ii,Labuhan Bajo,Indonesia
WRLL,BPN,Sepinggan,Balikpapan,Indonesia
WRLR,TRK,Juwata,Taraken,Indonesia
WRLS,SRI,Temindung,Samarinda,Indonesia
WRRA,AMI,Selaparang,Mataram,Indonesia
WRRB,BMU,Muhammad Salahuddin,Bima,Indonesia
WRRR,DPS,Bali International,Denpasar,Indonesia
WRRS,SWG,Sumbawa Besar,Sumbawa,Indonesia
WRRW,WGP,Mau Hau,Waingapu,Indonesia
WRSJ,SUB,Juanda,Surabaya,Indonesia
WRSQ,SOC,Adi Sumarmo Wiryokusumo,Solo City,Indonesia
WSAP,QPG,Paya Lebar,Paya Lebar,Singapore
WSSL,XSP,Seletar,Singapore,Singapore
WSSS,SIN,Singapore Changi,Singapore,Singapore
YBAM,ABM,Bamaga Injinoo,Amberley,Australia
YBAS,ASP,Alice Springs,Alice Springs,Australia
YBBN,BNE,Brisbane International,Brisbane,Australia
YBCG,OOL,Gold Coast Coolangatta,Coolangatta,Australia
YBCS,CNS,Cairns International,Cairns,Australia
YBCV,CTL,Charleville,Charlieville,Australia
YBMA,ISA,Mount Isa,Mount Isa,Australia
YBMC,MCY,Maroochydore Sunshine Coast,Maroochydore,Australia
YBMK,MKY,Mackay,Mackay,Australia
YBPN,PPP,Proserpine Whitsunday Coast,Prosserpine,Australia
YBRK,ROK,Rockhampton,Rockhampton,Australia
YBTL,TSV,Townsville,Townsville,Australia
YBWP,WEI,Weipa,Weipa,Australia
YMAV,AVV,Avalon,Avalon,Australia
YMAY,ABX,Albury,Albury,Australia
YMEN,MEB,Melbourne Essendon,Melbourne,Australia
YMHB,HBA,Hobart,Hobart,Australia
YMLT,LST,Launceston,Launceston,Australia
YMMB,MBW,Melbourne Moorabbin,Melbourne,Australia
YMML,MEL,Melbourne International,Melbourne,Australia
YPAD,ADL,Adelaide International,Adelaide,Australia
YPJT,JAD,Perth Jandakot,Perth,Australia
YPKA,KTA,Karratha,Karratha,Australia
YPKG,KGI,Kalgoorlie Boulder,Kalgoorlie,Australia
YPKU,KNX,Kununurra,Kununurra,Australia
YPLM,LEA,Learmonth,Learmonth,Australia
YPPD,PHE,Port Hedland International,Port Hedland,Australia
YPPH,PER,Perth International,Perth,Australia
YPWR,UMR,Woomera,Woomera,Australia
YSBK,BWU,Sydney Bankstown,Sydney,Australia
YSCB,CBR,Canberra,Canberra,Australia
YSCH,CFS,Coffs Harbour,Coff'S Harbour,Australia
YSCN,CDU,Camden,Camden,Australia
YSDU,DBO,Dubbo,Dubbo,Australia
YSNF,NLK,Norfolk Island International,Norfolk Island,Australia
YSRI,RCM,Richmond,Richmond,Australia
YSSY,SYD,Kingsford Smith International Airport,Sydney,Australia
YSTW,TMW,Tamworth,Tamworth,Australia
YSWG,WGA,Wagga Wagga,Wagga Wagga,Australia
ZBAA,PEK,Capital,Beijing,China
ZBLA,HLD,Dongshan,Hailar,China
ZBTJ,TSN,Binhai,Tianjin,China
ZBYN,TYN,Wusu,Taiyuan,China
ZGGG,CAN,Baiyun,Guangzhou,China
ZGHA,CSX,Huanghua,Changcha,China
ZGKL,KWL,Liangjiang,Guilin,China
ZGNN,NNG,Wuxu,Nanning,China
ZGOW,SWA,Wai Sha Airport,Shantou,China
ZGSZ,SZX,Baoan,Shenzhen,China
ZHCC,CGO,Xinzheng,Zhengzhou,China
ZHHH,WUH,Tianhe,Wuhan,China
ZKPY,FNJ,Pyongyang / Sunan (Capital) Airport,Pyongyang,Korea
ZLDH,DNH,Dunhuang Airport,Dunhuang,China
ZLLL,ZGC,Zhongchuan,Lanzhou,China
ZLXY,XIY,Xianyang,Xi'An,China
ZMUB,ULN,Buyant Ukhaa,Ulan Bator,Mongolia
ZPPP,KMG,Wujiaba,Kunming,China
ZSAM,XMN,Gaoqi,Xiamen,China
ZSCN,KHN,Nanchang Airport,Nanchang,China
ZSFZ,FOC,Changle,Fuzhou,China
ZSHC,HGH,Xiaoshan,Hangzhou,China
ZSJD,JDZ,Jingdezhen Airport,Jingdezhen,China
ZSNB,NGB,Lishe,Ninbo,China
ZSNJ,NKG,Lu Kou Airport,Nanjing,China
ZSOF,HFE,Luogang,Hefei,China
ZSQD,TAO,Liuting,Qingdao,China
ZSSS,SHA,Hongqiao International,Shanghai,China
ZSYT,YNT,Laishan,Yantai,China
ZUCK,CKG,Jiangbei,Chongqing,China
ZULS,LXA,Lhasa Airport,Lhasa,China
ZUUU,CTU,Shuangliu,Chengdu,China
ZUXC,XIC,Qingshan,Xichang,China
ZWSH,KHG,Kashi,Kashi,China
ZWTN,HTN,Hotan,Hotan,China
ZWWW,URC,Diwopu,Urumqi,China
ZYHB,HRB,Taiping,Harbin,China
ZYTL,DLC,Zhoushuizi,Dalian,China
